53. 	W	80.379	1	-58	8	-60	-26.68	2.32	-42.6	-31.32	5.68	-17.4
54. 	W	80.379	1	-82	94	28	-8.2	11.28	1.12	-73.8	82.72	26.88
55. 	Z	91.187	1	-44	64	-22	-10.56	32.64	-11.44	-33.44	31.36	-10.56
56. 	b	4.18	0	-8	-42	42	-3.76	-9.66	40.74	-4.24	-32.34	1.26
57. 	W	80.379	1	-80	-76	-92	-51.2	-12.92	-34.04	-28.8	-63.08	-57.96
58. 	Tau	1.777	0	-52	2	4	-44.72	0.82	1.12	-7.28	1.18	2.88
59. 	b	4.18	0	-6	-54	94	-5.58	-35.64	67.68	-0.42	-18.36	26.32
60. 	b	4.18	0	28	-66	-26	21	-33.66	-13.52	7	-32.34	-12.48
61. 	b	4.18	0	72	-18	-44	29.52	-12.42	-29.92	42.48	-5.58	-14.08
62. 	b	4.18	0	86	32	44	8.6	18.56	7.48	77.4	13.44	36.52
63. 	b	4.18	0	50	2	4	16	1.6	3.32	34	0.4	0.68
64. 	b	4.18	0	-18	38	36	-3.78	7.6	2.16	-14.22	30.4	33.84
65. 	W	80.379	1	-80	16	-66	-3.2	3.2	-1.98	-76.8	12.8	-64.02
66. 	b	4.18	0	-36	60	66	-15.84	57.6	37.62	-20.16	2.4	28.38
67. 	W	80.379	1	-58	-60	-88	-8.7	-55.8	-51.92	-49.3	-4.2	-36.08
68. 	W	80.379	1	-92	-60	-94	-48.76	-5.4	-70.5	-43.24	-54.6	-23.5
69. 	b	4.18	0	-12	92	14	-11.28	12.88	2.52	-0.72	79.12	11.48
70. 	W	80.379	1	-70	86	18	-67.9	50.74	15.66	-2.1	35.26	2.34
71. 	b	4.18	0	6	-82	50	2.28	-54.12	1	3.72	-27.88	49
72. 	b	4.18	0	88	-72	-64	40.48	-30.96	-19.84	47.52	-41.04	-44.16
73. 	b	4.18	0	94	18	74	35.72	9.18	59.2	58.28	8.82	14.8
74. 	b	4.18	0	-24	32	-96	-9.36	2.24	-7.68	-14.64	29.76	-88.32
75. 	b	4.18	0	-8	-14	-38	-2	-7.84	-38	-6	-6.16	-0
76. 	b	4.18	0	-24	2	60	-9.6	0.26	14.4	-14.4	1.74	45.6
77. 	b	4.18	0	-22	-86	-84	-9.46	-73.96	-42	-12.54	-12.04	-42
78. 	Tau	1.777	0	-50	12	100	-14.5	4.32	4	-35.5	7.68	96
79. 	b	4.18	0	-20	-74	-52	-4.6	-7.4	-25.48	-15.4	-66.6	-26.52
80. 	b	4.18	0	-14	72	0	-10.36	56.16	0	-3.64	15.84	0
81. 	Z	91.187	1	-42	-28	-92	-5.04	-15.12	-3.68	-36.96	-12.88	-88.32
82. 	Tau	1.777	0	-54	-80	-2	-1.62	-24	-1.96	-52.38	-56	-0.04
83. 	b	4.18	0	48	56	48	13.92	48.16	1.92	34.08	7.84	46.08
84. 	W	80.379	1	-76	8	-92	-11.4	6.24	-19.32	-64.6	1.76	-72.68
85. 	W	80.379	1	-94	-40	96	-32.9	-14.4	71.04	-61.1	-25.6	24.96
86. 	Z	91.187	1	-42	72	-92	-28.98	37.44	-7.36	-13.02	34.56	-84.64
87. 	W	80.379	1	-70	56	-58	-8.4	38.08	-16.82	-61.6	17.92	-41.18
88. 	b	4.18	0	-30	-28	48	-27.6	-3.36	27.36	-2.4	-24.64	20.64
89. 	b	4.18	0	38	4	-84	13.3	2.48	-20.16	24.7	1.52	-63.84
90. 	W	80.379	1	-76	36	-42	-2.28	1.08	-1.26	-73.72	34.92	-40.74
91. 	b	4.18	0	84	-76	14	50.4	-22.8	5.18	33.6	-53.2	8.82
92. 	b	4.18	0	-30	24	-52	-6	0.96	-2.6	-24	23.04	-49.4
93. 	W	80.379	1	-94	-94	-94	-40.42	-31.96	-60.16	-53.58	-62.04	-33.84
94. 	b	4.18	0	20	-40	-26	4.8	-4.8	-3.12	15.2	-35.2	-22.88
95. 	W	80.379	1	-60	-92	-90	-15.6	-71.76	-40.5	-44.4	-20.24	-49.5
96. 	b	4.18	0	-14	-32	28	-13.16	-26.56	24.64	-0.84	-5.44	3.36
97. 	Tau	1.777	0	-52	-76	-76	-50.44	-14.44	-52.44	-1.56	-61.56	-23.56
98. 	Tau	1.777	0	-48	56	-10	-10.08	17.92	-1.5	-37.92	38.08	-8.5
99. 	b	4.18	0	88	66	76	37.84	18.48	43.32	50.16	47.52	32.68
100. 	b	4.18	0	94	-62	38	39.48	-27.28	8.74	54.52	-34.72	29.26
101. 	W	80.379	1	-58	-36	-70	-55.68	-36	-60.2	-2.32	-0	-9.8
102. 	b	4.18	0	-14	-44	14	-1.26	-29.04	8.68	-12.74	-14.96	5.32
103. 	b	4.18	0	-16	-12	-54	-0.64	-2.04	-0.54	-15.36	-9.96	-53.46
104. 	b	4.18	0	92	100	72	88.32	41	7.2	3.68	59	64.8
105. 	W	80.379	1	-82	32	24	-25.42	0.96	18.96	-56.58	31.04	5.04
106. 	W	80.379	1	-92	-66	-98	-6.44	-55.44	-9.8	-85.56	-10.56	-88.2
107. 	b	4.18	0	92	-18	-80	22.08	-7.02	-4.8	69.92	-10.98	-75.2
108. 	b	4.18	0	-38	-94	58	-19.38	-2.82	8.12	-18.62	-91.18	49.88
109. 	W	80.379	1	-86	68	-80	-36.12	38.08	-18.4	-49.88	29.92	-61.6
110. 	Tau	1.777	0	-52	-22	-88	-10.4	-1.76	-14.96	-41.6	-20.24	-73.04
111. 	b	4.18	0	2	-94	-72	1.38	-47	-16.56	0.62	-47	-55.44
112. 	b	4.18	0	-16	12	-54	-5.28	4.92	-12.42	-10.72	7.08	-41.58
113. 	W	80.379	1	-60	-84	-66	-14.4	-65.52	-33.66	-45.6	-18.48	-32.34
114. 	b	4.18	0	38	0	-54	30.02	0	-13.5	7.98	0	-40.5
115. 	b	4.18	0	-34	-18	-54	-22.78	-17.82	-3.78	-11.22	-0.18	-50.22
116. 	Tau	1.777	0	-52	56	2	-44.2	33.04	1.28	-7.8	22.96	0.72
117. 	b	4.18	0	58	-42	-50	35.96	-27.72	-17	22.04	-14.28	-33
118. 	b	4.18	0	34	98	-86	15.64	34.3	-12.04	18.36	63.7	-73.96
119. 	b	4.18	0	70	18	28	30.1	10.8	16.8	39.9	7.2	11.2
120. 	b	4.18	0	24	32	-32	19.92	1.92	-10.88	4.08	30.08	-21.12
121. 	b	4.18	0	-8	-30	-72	-4.4	-2.4	-17.28	-3.6	-27.6	-54.72
122. 	b	4.18	0	-14	20	20	-0.98	8.2	14.4	-13.02	11.8	5.6
123. 	b	4.18	0	66	-88	-32	31.68	-44	-25.28	34.32	-44	-6.72
124. 	b	4.18	0	10	-84	-52	3.7	-47.88	-20.8	6.3	-36.12	-31.2
125. 	W	80.379	1	-86	-18	44	-36.98	-1.08	43.12	-49.02	-16.92	0.88
126. 	b	4.18	0	-4	0	58	-1.12	0	22.62	-2.88	0	35.38
127. 	b	4.18	0	-26	14	-20	-3.12	6.3	-3.6	-22.88	7.7	-16.4
128. 	b	4.18	0	-14	-88	96	-1.96	-78.32	54.72	-12.04	-9.68	41.28
129. 	Z	91.187	1	-44	-22	-22	-27.28	-6.38	-5.06	-16.72	-15.62	-16.94
130. 	W	80.379	1	-76	-10	-64	-75.24	-1.3	-8.96	-0.76	-8.7	-55.04
131. 	W	80.379	1	-72	78	14	-10.08	49.92	7.84	-61.92	28.08	6.16
132. 	b	4.18	0	24	-42	-54	2.16	-6.72	-49.68	21.84	-35.28	-4.32
133. 	b	4.18	0	98	-74	-72	76.44	-53.28	-26.64	21.56	-20.72	-45.36
134. 	W	80.379	1	-72	28	12	-43.2	8.12	7.44	-28.8	19.88	4.56
135. 	W	80.379	1	-82	-68	84	-50.02	-0.68	66.36	-31.98	-67.32	17.64
136. 	b	4.18	0	56	44	-26	5.04	25.08	-13.52	50.96	18.92	-12.48
137. 	b	4.18	0	20	-42	24	4.2	-22.68	20.4	15.8	-19.32	3.6
138. 	b	4.18	0	22	-98	58	7.48	-7.84	9.28	14.52	-90.16	48.72
139. 	W	80.379	1	-82	14	4	-50.84	6.86	2.96	-31.16	7.14	1.04
140. 	W	80.379	1	-58	8	70	-57.42	7.28	39.2	-0.58	0.72	30.8
141. 	b	4.18	0	-32	-84	-68	-28.16	-27.72	-0.68	-3.84	-56.28	-67.32
142. 	b	4.18	0	24	-2	48	19.44	-0.24	4.32	4.56	-1.76	43.68
143. 	b	4.18	0	98	82	12	86.24	63.96	2.88	11.76	18.04	9.12
144. 	b	4.18	0	76	-34	-98	22.04	-0.68	-82.32	53.96	-33.32	-15.68
145. 	b	4.18	0	62	-76	-82	4.34	-9.12	-69.7	57.66	-66.88	-12.3
146. 	b	4.18	0	76	56	-52	10.64	21.28	-21.84	65.36	34.72	-30.16
147. 	Z	91.187	1	-42	-96	68	-21.84	-69.12	14.96	-20.16	-26.88	53.04
148. 	W	80.379	1	-86	-76	70	-86	-25.84	67.2	-0	-50.16	2.8
149. 	W	80.379	1	-72	-24	-16	-39.6	-13.92	-8	-32.4	-10.08	-8
150. 	b	4.18	0	4	44	-56	2.56	4.84	-47.04	1.44	39.16	-8.96
151. 	b	4.18	0	100	-32	92	58	-21.76	78.2	42	-10.24	13.8
152. 	b	4.18	0	10	16	0	8.6	4	0	1.4	12	0
153. 	b	4.18	0	28	-78	68	7.56	-41.34	40.12	20.44	-36.66	27.88
154. 	b	4.18	0	16	36	70	7.04	30.24	19.6	8.96	5.76	50.4
155. 	b	4.18	0	72	-50	74	57.6	-11	64.38	14.4	-39	9.62
156. 	Tau	1.777	0	-46	6	18	-43.24	3.24	3.06	-2.76	2.76	14.94
157. 	b	4.18	0	-12	68	-44	-5.88	11.56	-6.6	-6.12	56.44	-37.4
158. 	b	4.18	0	60	-56	74	53.4	-39.2	15.54	6.6	-16.8	58.46
159. 	b	4.18	0	88	8	-66	60.72	5.76	-51.48	27.28	2.24	-14.52
160. 	b	4.18	0	-2	-66	-70	-0.12	-51.48	-27.3	-1.88	-14.52	-42.7
161. 	b	4.18	0	78	40	-58	36.66	3.6	-1.74	41.34	36.4	-56.26
162. 	b	4.18	0	38	44	56	38	23.76	1.68	0	20.24	54.32
163. 	W	80.379	1	-88	56	-22	-43.12	2.24	-21.78	-44.88	53.76	-0.22
164. 	b	4.18	0	-6	-82	-94	-2.52	-42.64	-17.86	-3.48	-39.36	-76.14
165. 	b	4.18	0	100	8	-94	35	1.28	-58.28	65	6.72	-35.72
166. 	b	4.18	0	-2	-92	98	-0.14	-22.08	25.48	-1.86	-69.92	72.52
167. 	b	4.18	0	-16	4	-62	-6.88	3.84	-59.52	-9.12	0.16	-2.48
168. 	b	4.18	0	-30	-68	24	-21.3	-38.08	10.08	-8.7	-29.92	13.92
169. 	W	80.379	1	-86	-52	-48	-30.96	-14.04	-44.64	-55.04	-37.96	-3.36
170. 	b	4.18	0	-14	92	92	-10.08	84.64	17.48	-3.92	7.36	74.52
171. 	b	4.18	0	42	12	-16	26.88	9.24	-2.24	15.12	2.76	-13.76
172. 	b	4.18	0	-28	-46	86	-16.52	-2.76	30.96	-11.48	-43.24	55.04
173. 	b	4.18	0	44	84	-62	42.68	57.12	-44.02	1.32	26.88	-17.98
174. 	b	4.18	0	28	54	-72	13.16	51.3	-70.56	14.84	2.7	-1.44
175. 	b	4.18	0	18	-88	-28	2.52	-9.68	-0.56	15.48	-78.32	-27.44
176. 	b	4.18	0	94	36	42	29.14	12.6	19.74	64.86	23.4	22.26
177. 	b	4.18	0	-6	90	96	-4.56	41.4	30.72	-1.44	48.6	65.28
178. 	W	80.379	1	-72	-78	-96	-31.68	-64.74	-72	-40.32	-13.26	-24
179. 	b	4.18	0	-38	-30	-6	-23.94	-28.8	-4.26	-14.06	-1.2	-1.74
180. 	b	4.18	0	52	-8	-36	49.92	-3.12	-15.12	2.08	-4.88	-20.88
181. 	b	4.18	0	-12	66	50	-9.6	51.48	29	-2.4	14.52	21
182. 	b	4.18	0	26	92	42	17.16	72.68	29.82	8.84	19.32	12.18
183. 	b	4.18	0	92	-22	-16	71.76	-9.68	-15.2	20.24	-12.32	-0.8
184. 	b	4.18	0	60	56	16	11.4	55.44	15.68	48.6	0.56	0.32
185. 	b	4.18	0	32	58	42	14.08	24.94	20.16	17.92	33.06	21.84
186. 	b	4.18	0	56	-12	90	6.16	-9.6	27	49.84	-2.4	63
187. 	W	80.379	1	-62	98	96	-24.8	4.9	85.44	-37.2	93.1	10.56
188. 	b	4.18	0	-12	-14	-4	-0.12	-6.02	-0.2	-11.88	-7.98	-3.8
189. 	W	80.379	1	-78	60	-40	-56.94	4.2	-21.2	-21.06	55.8	-18.8
190. 	b	4.18	0	-20	-90	78	-0.8	-21.6	76.44	-19.2	-68.4	1.56
191. 	W	80.379	1	-98	-14	-90	-37.24	-0.42	-21.6	-60.76	-13.58	-68.4
192. 	b	4.18	0	46	-86	6	33.12	-60.2	0.36	12.88	-25.8	5.64
193. 	W	80.379	1	-92	-52	96	-66.24	-8.32	72	-25.76	-43.68	24
194. 	b	4.18	0	-24	-94	-52	-4.56	-29.14	-34.84	-19.44	-64.86	-17.16
195. 	b	4.18	0	44	40	-88	7.92	14.8	-37.84	36.08	25.2	-50.16
196. 	b	4.18	0	44	-68	50	25.52	-17.68	8	18.48	-50.32	42
197. 	W	80.379	1	-62	-38	34	-21.7	-18.62	26.18	-40.3	-19.38	7.82
198. 	W	80.379	1	-64	-26	-14	-33.92	-25.48	-9.1	-30.08	-0.52	-4.9
199. 	b	4.18	0	16	-48	-68	11.2	-38.4	-10.2	4.8	-9.6	-57.8
200. 	b	4.18	0	-30	-2	54	-15.3	-0.32	23.22	-14.7	-1.68	30.78
201. 	b	4.18	0	6	96	30	0.18	82.56	18	5.82	13.44	12
202. 	b	4.18	0	40	60	-70	28	38.4	-34.3	12	21.6	-35.7
203. 	b	4.18	0	2	-68	-14	0.3	-51	-11.34	1.7	-17	-2.66
204. 	W	80.379	1	-94	72	20	-84.6	62.64	8.2	-9.4	9.36	11.8
205. 	b	4.18	0	40	28	-2	35.2	1.12	-0.8	4.8	26.88	-1.2
206. 	W	80.379	1	-70	50	62	-58.8	50	4.34	-11.2	0	57.66
207. 	b	4.18	0	80	74	-18	28.8	67.34	-13.5	51.2	6.66	-4.5
208. 	b	4.18	0	76	-92	-20	30.4	-54.28	-1.6	45.6	-37.72	-18.4
209. 	b	4.18	0	68	100	-86	9.52	42	-27.52	58.48	58	-58.48
210. 	b	4.18	0	-28	82	50	-24.92	67.24	27.5	-3.08	14.76	22.5
211. 	b	4.18	0	-20	18	-84	-12	12.42	-40.32	-8	5.58	-43.68
212. 	W	80.379	1	-72	-16	-36	-30.24	-5.92	-25.2	-41.76	-10.08	-10.8
213. 	b	4.18	0	78	64	10	14.82	56.32	0.5	63.18	7.68	9.5
214. 	b	4.18	0	20	38	-4	1.4	25.08	-3.04	18.6	12.92	-0.96
215. 	b	4.18	0	-16	-26	40	-11.68	-5.46	7.2	-4.32	-20.54	32.8
216. 	W	80.379	1	-62	76	-90	-50.84	22.04	-0.9	-11.16	53.96	-89.1
217. 	W	80.379	1	-86	32	52	-47.3	12.8	24.96	-38.7	19.2	27.04
218. 	b	4.18	0	46	-58	-64	5.06	-44.08	-46.72	40.94	-13.92	-17.28
219. 	b	4.18	0	64	-42	-98	40.96	-29.82	-25.48	23.04	-12.18	-72.52
220. 	b	4.18	0	10	-20	-4	9.1	-19.6	-2.28	0.9	-0.4	-1.72
221. 	W	80.379	1	-78	52	46	-35.88	16.12	41.4	-42.12	35.88	4.6
222. 	b	4.18	0	28	42	-48	20.44	21.42	-41.28	7.56	20.58	-6.72
223. 	b	4.18	0	82	96	14	72.98	54.72	0.42	9.02	41.28	13.58
224. 	b	4.18	0	-8	-38	80	-3.44	-33.44	31.2	-4.56	-4.56	48.8
225. 	b	4.18	0	46	2	72	24.84	1.34	30.96	21.16	0.66	41.04
226. 	b	4.18	0	78	14	-94	31.98	3.08	-11.28	46.02	10.92	-82.72
227. 	b	4.18	0	-14	76	-22	-8.4	22.04	-6.82	-5.6	53.96	-15.18
228. 	b	4.18	0	8	34	-14	3.36	14.28	-5.88	4.64	19.72	-8.12
229. 	b	4.18	0	-18	-56	-76	-3.96	-7.28	-31.16	-14.04	-48.72	-44.84
230. 	b	4.18	0	20	-42	-38	9.6	-28.14	-19	10.4	-13.86	-19
231. 	b	4.18	0	-16	-16	-16	-1.44	-10.08	-5.28	-14.56	-5.92	-10.72
232. 	Tau	1.777	0	-56	-74	-18	-35.84	-44.4	-14.22	-20.16	-29.6	-3.78
233. 	b	4.18	0	-4	34	0	-3.8	1.36	0	-0.2	32.64	0
234. 	W	80.379	1	-82	26	-34	-28.7	25.48	-23.12	-53.3	0.52	-10.88
235. 	b	4.18	0	28	20	58	12.6	6.8	57.42	15.4	13.2	0.58
236. 	b	4.18	0	90	-92	46	80.1	-41.4	19.32	9.9	-50.6	26.68
237. 	b	4.18	0	-30	96	36	-17.1	38.4	5.76	-12.9	57.6	30.24
238. 	b	4.18	0	-10	-32	98	-1.1	-0.96	60.76	-8.9	-31.04	37.24
239. 	b	4.18	0	78	-10	-16	16.38	-6	-9.44	61.62	-4	-6.56
240. 	b	4.18	0	14	-20	-68	1.96	-19	-2.72	12.04	-1	-65.28
241. 	W	80.379	1	-78	-94	24	-32.76	-91.18	4.32	-45.24	-2.82	19.68
242. 	W	80.379	1	-58	20	18	-2.9	13.8	6.48	-55.1	6.2	11.52
243. 	W	80.379	1	-72	90	-92	-10.8	88.2	-33.12	-61.2	1.8	-58.88
244. 	b	4.18	0	-16	94	-64	-2.4	92.12	-29.44	-13.6	1.88	-34.56
245. 	W	80.379	1	-90	38	-28	-64.8	20.9	-6.44	-25.2	17.1	-21.56
246. 	W	80.379	1	-70	96	-28	-28	18.24	-13.72	-42	77.76	-14.28
247. 	W	80.379	1	-70	96	-8	-25.9	33.6	-6.48	-44.1	62.4	-1.52
248. 	b	4.18	0	44	10	-54	28.6	1.5	-51.3	15.4	8.5	-2.7
249. 	b	4.18	0	-20	-62	-2	-8.4	-48.98	-0.18	-11.6	-13.02	-1.82
250. 	b	4.18	0	-26	-30	62	-2.34	-28.5	14.26	-23.66	-1.5	47.74
251. 	b	4.18	0	30	-70	90	2.1	-13.3	88.2	27.9	-56.7	1.8
252. 	b	4.18	0	-16	58	-82	-5.6	1.16	-59.04	-10.4	56.84	-22.96
253. 	W	80.379	1	-82	90	-54	-60.68	11.7	-3.24	-21.32	78.3	-50.76
254. 	W	80.379	1	-86	-62	96	-17.2	-46.5	7.68	-68.8	-15.5	88.32
255. 	b	4.18	0	-30	-96	44	-11.4	-56.64	27.72	-18.6	-39.36	16.28
256. 	b	4.18	0	48	-74	-88	18.24	-25.9	-51.04	29.76	-48.1	-36.96
257. 	W	80.379	1	-60	50	-84	-47.4	19.5	-48.72	-12.6	30.5	-35.28
258. 	b	4.18	0	-24	18	26	-16.32	7.56	19.76	-7.68	10.44	6.24
259. 	b	4.18	0	-24	-30	16	-4.32	-9.9	11.36	-19.68	-20.1	4.64
260. 	b	4.18	0	58	-22	16	24.36	-19.14	2.72	33.64	-2.86	13.28
261. 	b	4.18	0	36	-16	52	27.36	-9.28	15.6	8.64	-6.72	36.4
262. 	W	80.379	1	-64	-34	42	-17.28	-4.08	0.84	-46.72	-29.92	41.16
263. 	b	4.18	0	-16	74	-66	-7.36	63.64	-58.74	-8.64	10.36	-7.26
264. 	b	4.18	0	52	16	-40	13.52	11.52	-32.4	38.48	4.48	-7.6
265. 	Tau	1.777	0	-46	-76	-96	-23.92	-9.12	-35.52	-22.08	-66.88	-60.48
266. 	b	4.18	0	-8	72	78	-0.88	41.76	66.3	-7.12	30.24	11.7
267. 	Tau	1.777	0	-48	44	62	-2.4	24.2	17.36	-45.6	19.8	44.64
268. 	b	4.18	0	4	-76	-26	3.68	-72.2	-21.06	0.32	-3.8	-4.94
269. 	W	80.379	1	-78	16	70	-8.58	0.48	39.9	-69.42	15.52	30.1
270. 	W	80.379	1	-90	10	-44	-28.8	5.8	-7.92	-61.2	4.2	-36.08
271. 	b	4.18	0	84	90	62	36.12	42.3	2.48	47.88	47.7	59.52
272. 	W	80.379	1	-78	-94	14	-74.88	-54.52	9.24	-3.12	-39.48	4.76
273. 	b	4.18	0	-36	16	-64	-18.36	10.72	-5.12	-17.64	5.28	-58.88
274. 	b	4.18	0	-14	-6	-92	-4.9	-3.6	-86.48	-9.1	-2.4	-5.52
275. 	b	4.18	0	92	16	32	1.84	6.56	8.96	90.16	9.44	23.04
276. 	b	4.18	0	2	34	-84	1.36	13.6	-9.24	0.64	20.4	-74.76
277. 	b	4.18	0	-30	20	88	-8.1	13.6	32.56	-21.9	6.4	55.44
278. 	W	80.379	1	-96	-18	-44	-66.24	-17.64	-9.24	-29.76	-0.36	-34.76
279. 	b	4.18	0	36	-20	-78	30.6	-2.2	-3.9	5.4	-17.8	-74.1
280. 	Tau	1.777	0	-46	36	-26	-34.96	27.72	-15.34	-11.04	8.28	-10.66
281. 	b	4.18	0	38	96	-58	36.48	15.36	-22.04	1.52	80.64	-35.96
282. 	b	4.18	0	70	-78	-90	1.4	-8.58	-44.1	68.6	-69.42	-45.9
283. 	b	4.18	0	52	54	18	27.56	20.52	13.86	24.44	33.48	4.14
284. 	b	4.18	0	92	-68	-24	30.36	-24.48	-0.48	61.64	-43.52	-23.52
285. 	W	80.379	1	-96	-78	-2	-56.64	-64.74	-1.72	-39.36	-13.26	-0.28
286. 	b	4.18	0	6	-24	54	1.38	-2.88	30.24	4.62	-21.12	23.76
287. 	b	4.18	0	-34	-28	-96	-22.78	-5.6	-8.64	-11.22	-22.4	-87.36
288. 	b	4.18	0	18	66	72	8.1	20.46	36.72	9.9	45.54	35.28
289. 	Tau	1.777	0	-54	-76	12	-39.96	-6.84	9.24	-14.04	-69.16	2.76
290. 	b	4.18	0	34	-60	-82	4.42	-2.4	-75.44	29.58	-57.6	-6.56
291. 	b	4.18	0	-10	-38	2	-2.9	-11.02	1.74	-7.1	-26.98	0.26
292. 	b	4.18	0	48	-82	54	26.88	-31.98	2.7	21.12	-50.02	51.3
293. 	W	80.379	1	-74	-92	84	-57.72	-81.88	32.76	-16.28	-10.12	51.24
294. 	Z	91.187	1	-42	-42	74	-18.48	-15.12	9.62	-23.52	-26.88	64.38
295. 	b	4.18	0	12	-22	-90	5.52	-2.2	-29.7	6.48	-19.8	-60.3
296. 	b	4.18	0	56	78	-22	35.84	57.72	-13.64	20.16	20.28	-8.36
297. 	b	4.18	0	-12	-28	-74	-9.12	-24.92	-62.9	-2.88	-3.08	-11.1
298. 	b	4.18	0	-8	-80	-34	-4	-52	-25.84	-4	-28	-8.16
299. 	b	4.18	0	28	48	24	6.72	30.24	14.88	21.28	17.76	9.12
300. 	b	4.18	0	52	78	70	48.36	70.2	18.9	3.64	7.8	51.1
301. 	b	4.18	0	0	30	52	0	27	29.64	0	3	22.36
302. 	Tau	1.777	0	-52	26	24	-46.8	12.22	21.84	-5.2	13.78	2.16
